Record_id,Date,Year_month,Country,Region,Facility_id,Facility_type,Service_type,Client_age_group,Client_gender,Visit_volume,Direct_cost_usd,Indirect_cost_usd,Total_cost_usd,Social_value_per_visit,Social_value_usd,Roi,Cumulative_visits,Region_lat,Region_lon
4271,2026-04-01,2026-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_2,Hospital,HIV Testing,25-34,Male,12,240,239 ,479 ,300 ,"3,600 ",6.5 ,474,-6.7924,39.2083
1145,2026-05-25,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_2,Hospital,Post-abortion Care,35-44,Male,6,360,151 ,511 ,"1,500 ","9,000 ",16.6 ,480,-6.7924,39.2083
8709,2025-02-02,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Malaria Prevention,25-34,Female,17,136,107 ,243 ,180 ,"3,060 ",11.6 ,17,-6.7924,39.2083
1541,2025-02-15,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Maternal Health,15-24,Female,13,585,111 ,696 ,800 ,"10,400 ",13.9 ,30,-6.7924,39.2083
2590,2025-03-09,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,HIV Testing,15-24,Male,14,280,212 ,492 ,300 ,"4,200 ",7.5 ,44,-6.7924,39.2083
2804,2025-05-01,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Maternal Health,45+,Male,16,720,92 ,812 ,800 ,"12,800 ",14.8 ,60,-6.7924,39.2083
232,2025-05-25,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,HIV Testing,35-44,Male,9,180,74 ,254 ,300 ,"2,700 ",9.6 ,69,-6.7924,39.2083
4771,2025-06-21,2025-06,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Post-abortion Care,45+,Male,3,180,57 ,237 ,"1,500 ","4,500 ",18.0 ,72,-6.7924,39.2083
4753,2025-07-10,2025-07,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Maternal Health,25-34,Female,16,720,384 ,"1,104 ",800 ,"12,800 ",10.6 ,88,-6.7924,39.2083
8941,2025-10-09,2025-10,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Child Immunization,45+,Female,30,360,617 ,977 ,250 ,"7,500 ",6.7 ,118,-6.7924,39.2083
7093,2025-12-04,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Child Immunization,25-34,Male,34,408,362 ,770 ,250 ,"8,500 ",10.0 ,152,-6.7924,39.2083
680,2025-12-06,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,HIV Testing,35-44,Male,14,280,146 ,426 ,300 ,"4,200 ",8.8 ,166,-6.7924,39.2083
68,2025-12-10,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Family Planning,25-34,Male,33,495,350 ,845 ,120 ,"3,960 ",3.7 ,199,-6.7924,39.2083
2863,2026-01-05,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Post-abortion Care,45+,Male,7,420,155 ,575 ,"1,500 ","10,500 ",17.3 ,206,-6.7924,39.2083
4466,2026-01-12,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Post-abortion Care,45+,Male,5,300,31 ,331 ,"1,500 ","7,500 ",21.6 ,211,-6.7924,39.2083
593,2026-01-19,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Child Immunization,35-44,Male,26,312,575 ,887 ,250 ,"6,500 ",6.3 ,237,-6.7924,39.2083
3801,2026-02-20,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Maternal Health,35-44,Male,16,720,149 ,869 ,800 ,"12,800 ",13.7 ,253,-6.7924,39.2083
4616,2026-03-10,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Child Immunization,25-34,Female,32,384,616 ,"1,000 ",250 ,"8,000 ",7.0 ,285,-6.7924,39.2083
1950,2026-03-12,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Family Planning,25-34,Male,22,330,636 ,966 ,120 ,"2,640 ",1.7 ,307,-6.7924,39.2083
7578,2026-04-05,2026-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Family Planning,25-34,Female,27,405,709 ,"1,114 ",120 ,"3,240 ",1.9 ,334,-6.7924,39.2083
8271,2026-05-10,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Child Immunization,25-34,Female,43,516,834 ,"1,350 ",250 ,"10,750 ",7.0 ,377,-6.7924,39.2083
5400,2026-05-25,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_3,Hospital,Malaria Prevention,15-24,Female,13,104,277 ,381 ,180 ,"2,340 ",5.1 ,390,-6.7924,39.2083
3625,2025-01-13,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,35-44,Female,31,465,406 ,871 ,120 ,"3,720 ",3.3 ,31,-6.7924,39.2083
4418,2025-02-20,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,35-44,Male,28,420,693 ,"1,113 ",120 ,"3,360 ",2.0 ,59,-6.7924,39.2083
5941,2025-03-29,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,35-44,Male,20,240,161 ,401 ,250 ,"5,000 ",11.5 ,79,-6.7924,39.2083
4127,2025-04-07,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Post-abortion Care,15-24,Male,11,660,300 ,960 ,"1,500 ","16,500 ",16.2 ,90,-6.7924,39.2083
6981,2025-04-09,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,15-24,Female,29,348,434 ,782 ,250 ,"7,250 ",8.3 ,119,-6.7924,39.2083
3760,2025-04-16,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,25-34,Female,35,420,320 ,740 ,250 ,"8,750 ",10.8 ,154,-6.7924,39.2083
1845,2025-04-19,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Post-abortion Care,45+,Male,5,300,120 ,420 ,"1,500 ","7,500 ",16.9 ,159,-6.7924,39.2083
4534,2025-05-16,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Post-abortion Care,25-34,Female,5,300,31 ,331 ,"1,500 ","7,500 ",21.7 ,164,-6.7924,39.2083
8156,2025-05-16,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Maternal Health,35-44,Female,23,1035,527 ,"1,562 ",800 ,"18,400 ",10.8 ,187,-6.7924,39.2083
5750,2025-05-24,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Malaria Prevention,15-24,Male,18,144,510 ,654 ,180 ,"3,240 ",4.0 ,205,-6.7924,39.2083
1806,2025-06-16,2025-06,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,HIV Testing,45+,Male,12,240,79 ,319 ,300 ,"3,600 ",10.3 ,217,-6.7924,39.2083
5907,2025-07-21,2025-07,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,HIV Testing,35-44,Female,15,300,245 ,545 ,300 ,"4,500 ",7.3 ,232,-6.7924,39.2083
6338,2025-07-30,2025-07,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,15-24,Male,24,288,542 ,830 ,250 ,"6,000 ",6.2 ,256,-6.7924,39.2083
5293,2025-08-03,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,45+,Female,39,585,830 ,"1,415 ",120 ,"4,680 ",2.3 ,295,-6.7924,39.2083
7440,2025-08-07,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Malaria Prevention,35-44,Male,22,176,291 ,467 ,180 ,"3,960 ",7.5 ,317,-6.7924,39.2083
8024,2025-08-19,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Maternal Health,35-44,Male,18,810,518 ,"1,328 ",800 ,"14,400 ",9.8 ,335,-6.7924,39.2083
5794,2025-08-30,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,45+,Female,27,324,772 ,"1,096 ",250 ,"6,750 ",5.2 ,362,-6.7924,39.2083
2677,2025-09-06,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Post-abortion Care,45+,Male,4,240,64 ,304 ,"1,500 ","6,000 ",18.8 ,366,-6.7924,39.2083
1276,2025-09-09,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Maternal Health,45+,Female,17,765,144 ,909 ,800 ,"13,600 ",14.0 ,383,-6.7924,39.2083
1454,2025-09-12,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Malaria Prevention,25-34,Male,15,120,271 ,391 ,180 ,"2,700 ",5.9 ,398,-6.7924,39.2083
8312,2025-09-14,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,15-24,Female,35,420,940 ,"1,360 ",250 ,"8,750 ",5.4 ,433,-6.7924,39.2083
2234,2025-09-30,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,45+,Male,32,480,645 ,"1,125 ",120 ,"3,840 ",2.4 ,465,-6.7924,39.2083
2494,2025-09-30,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,15-24,Male,30,360,810 ,"1,170 ",250 ,"7,500 ",5.4 ,495,-6.7924,39.2083
2947,2025-11-05,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,15-24,Female,22,264,530 ,794 ,250 ,"5,500 ",5.9 ,517,-6.7924,39.2083
4804,2025-11-18,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Maternal Health,25-34,Female,22,990,405 ,"1,395 ",800 ,"17,600 ",11.6 ,539,-6.7924,39.2083
7050,2025-11-21,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,HIV Testing,25-34,Male,12,240,277 ,517 ,300 ,"3,600 ",6.0 ,551,-6.7924,39.2083
62,2025-12-05,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,35-44,Female,32,384,736 ,"1,120 ",250 ,"8,000 ",6.1 ,583,-6.7924,39.2083
954,2025-12-05,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,HIV Testing,45+,Male,14,280,81 ,361 ,300 ,"4,200 ",10.6 ,597,-6.7924,39.2083
8467,2025-12-15,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,45+,Male,27,405,731 ,"1,136 ",120 ,"3,240 ",1.9 ,624,-6.7924,39.2083
4439,2026-01-02,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Family Planning,15-24,Male,28,420,755 ,"1,175 ",120 ,"3,360 ",1.9 ,652,-6.7924,39.2083
5472,2026-02-20,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Post-abortion Care,15-24,Female,7,420,130 ,550 ,"1,500 ","10,500 ",18.1 ,659,-6.7924,39.2083
7071,2026-03-13,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_4,Hospital,Child Immunization,35-44,Female,16,192,414 ,606 ,250 ,"4,000 ",5.6 ,675,-6.7924,39.2083
4828,2025-01-12,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Malaria Prevention,15-24,Male,19,152,415 ,567 ,180 ,"3,420 ",5.0 ,19,-6.7924,39.2083
6302,2025-01-13,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,35-44,Female,28,420,265 ,685 ,120 ,"3,360 ",3.9 ,47,-6.7924,39.2083
4330,2025-02-01,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Post-abortion Care,35-44,Female,2,120,45 ,165 ,"1,500 ","3,000 ",17.2 ,49,-6.7924,39.2083
3170,2025-03-09,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,15-24,Male,18,270,220 ,490 ,120 ,"2,160 ",3.4 ,67,-6.7924,39.2083
4613,2025-03-14,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,25-34,Male,26,390,379 ,769 ,120 ,"3,120 ",3.1 ,93,-6.7924,39.2083
3936,2025-04-30,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Post-abortion Care,15-24,Male,8,480,204 ,684 ,"1,500 ","12,000 ",16.5 ,101,-6.7924,39.2083
2788,2025-05-20,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Post-abortion Care,15-24,Female,3,180,33 ,213 ,"1,500 ","4,500 ",20.2 ,104,-6.7924,39.2083
3464,2025-08-31,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Child Immunization,45+,Male,18,216,465 ,681 ,250 ,"4,500 ",5.6 ,122,-6.7924,39.2083
6170,2025-09-30,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,45+,Male,23,345,340 ,685 ,120 ,"2,760 ",3.0 ,145,-6.7924,39.2083
6263,2025-12-03,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Maternal Health,15-24,Male,11,495,203 ,698 ,800 ,"8,800 ",11.6 ,156,-6.7924,39.2083
2235,2026-01-27,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,15-24,Female,27,405,524 ,929 ,120 ,"3,240 ",2.5 ,183,-6.7924,39.2083
7980,2026-01-30,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Maternal Health,25-34,Male,17,765,102 ,867 ,800 ,"13,600 ",14.7 ,200,-6.7924,39.2083
7375,2026-02-04,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Maternal Health,25-34,Male,22,990,466 ,"1,456 ",800 ,"17,600 ",11.1 ,222,-6.7924,39.2083
1140,2026-02-19,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Post-abortion Care,35-44,Female,7,420,169 ,589 ,"1,500 ","10,500 ",16.8 ,229,-6.7924,39.2083
4879,2026-03-23,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,15-24,Male,19,285,228 ,513 ,120 ,"2,280 ",3.4 ,248,-6.7924,39.2083
6173,2026-04-06,2026-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Post-abortion Care,35-44,Male,6,360,138 ,498 ,"1,500 ","9,000 ",17.1 ,254,-6.7924,39.2083
1024,2026-04-15,2026-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Malaria Prevention,25-34,Female,19,152,534 ,686 ,180 ,"3,420 ",4.0 ,273,-6.7924,39.2083
3692,2026-04-29,2026-04,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,Family Planning,45+,Male,32,480,706 ,"1,186 ",120 ,"3,840 ",2.2 ,305,-6.7924,39.2083
6605,2026-05-27,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Ho_5,Hospital,HIV Testing,15-24,Female,10,200,158 ,358 ,300 ,"3,000 ",7.4 ,315,-6.7924,39.2083
6481,2025-01-18,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Child Immunization,35-44,Male,6,72,64 ,136 ,250 ,"1,500 ",10.0 ,6,-6.7924,39.2083
7886,2025-01-18,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,25-34,Female,1,60,13 ,73 ,"1,500 ","1,500 ",19.5 ,7,-6.7924,39.2083
3767,2025-02-04,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,45+,Male,4,180,90 ,270 ,800 ,"3,200 ",10.9 ,11,-6.7924,39.2083
1686,2025-02-13,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Child Immunization,15-24,Female,5,60,112 ,172 ,250 ,"1,250 ",6.2 ,16,-6.7924,39.2083
5452,2025-02-17,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Family Planning,15-24,Male,6,90,32 ,122 ,120 ,720 ,4.9 ,22,-6.7924,39.2083
7498,2025-03-08,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,HIV Testing,15-24,Female,2,40,41 ,81 ,300 ,600 ,6.4 ,24,-6.7924,39.2083
5663,2025-04-01,2025-04,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,15-24,Male,1,60,19 ,79 ,"1,500 ","1,500 ",18.0 ,25,-6.7924,39.2083
1597,2025-05-14,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,HIV Testing,35-44,Male,5,100,118 ,218 ,300 ,"1,500 ",5.9 ,30,-6.7924,39.2083
2281,2025-06-08,2025-06,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Child Immunization,35-44,Female,8,96,218 ,314 ,250 ,"2,000 ",5.4 ,38,-6.7924,39.2083
3270,2025-07-02,2025-07,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Malaria Prevention,25-34,Female,3,24,38 ,62 ,180 ,540 ,7.7 ,41,-6.7924,39.2083
2751,2025-07-11,2025-07,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,HIV Testing,25-34,Female,2,40,43 ,83 ,300 ,600 ,6.2 ,43,-6.7924,39.2083
7298,2025-09-08,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,35-44,Female,2,120,24 ,144 ,"1,500 ","3,000 ",19.8 ,45,-6.7924,39.2083
667,2025-09-14,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,15-24,Male,3,135,30 ,165 ,800 ,"2,400 ",13.5 ,48,-6.7924,39.2083
2377,2025-09-15,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,HIV Testing,25-34,Female,3,60,20 ,80 ,300 ,900 ,10.3 ,51,-6.7924,39.2083
1398,2025-10-09,2025-10,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,25-34,Male,4,180,21 ,201 ,800 ,"3,200 ",14.9 ,55,-6.7924,39.2083
7164,2025-10-13,2025-10,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,25-34,Male,2,120,47 ,167 ,"1,500 ","3,000 ",16.9 ,57,-6.7924,39.2083
2028,2025-10-23,2025-10,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,35-44,Male,4,180,29 ,209 ,800 ,"3,200 ",14.3 ,61,-6.7924,39.2083
278,2025-11-24,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Malaria Prevention,35-44,Female,3,24,56 ,80 ,180 ,540 ,5.7 ,64,-6.7924,39.2083
3730,2025-11-26,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,45+,Female,1,60,23 ,83 ,"1,500 ","1,500 ",17.0 ,65,-6.7924,39.2083
2241,2025-12-19,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,HIV Testing,25-34,Male,4,80,65 ,145 ,300 ,"1,200 ",7.3 ,69,-6.7924,39.2083
5639,2026-01-07,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,25-34,Female,5,225,136 ,361 ,800 ,"4,000 ",10.1 ,74,-6.7924,39.2083
1685,2026-02-28,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Child Immunization,45+,Male,8,96,215 ,311 ,250 ,"2,000 ",5.4 ,82,-6.7924,39.2083
522,2026-03-13,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,35-44,Female,2,90,55 ,145 ,800 ,"1,600 ",10.0 ,84,-6.7924,39.2083
5803,2026-05-01,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Post-abortion Care,35-44,Male,1,60,20 ,80 ,"1,500 ","1,500 ",17.7 ,85,-6.7924,39.2083
3113,2026-05-12,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Child Immunization,15-24,Male,7,84,40 ,124 ,250 ,"1,750 ",13.1 ,92,-6.7924,39.2083
1854,2026-05-24,2026-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_1,Mobile Unit,Maternal Health,25-34,Male,4,180,70 ,250 ,800 ,"3,200 ",11.8 ,96,-6.7924,39.2083
6267,2025-01-05,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Malaria Prevention,35-44,Female,5,40,90 ,130 ,180 ,900 ,5.9 ,5,-6.7924,39.2083
5151,2025-01-20,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,35-44,Female,7,105,41 ,146 ,120 ,840 ,4.8 ,12,-6.7924,39.2083
8745,2025-01-21,2025-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,35-44,Male,5,75,126 ,201 ,120 ,600 ,2.0 ,17,-6.7924,39.2083
7065,2025-02-16,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Malaria Prevention,45+,Male,4,32,78 ,110 ,180 ,720 ,5.6 ,21,-6.7924,39.2083
8406,2025-02-16,2025-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,45+,Female,2,120,18 ,138 ,"1,500 ","3,000 ",20.7 ,23,-6.7924,39.2083
6426,2025-03-10,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,25-34,Male,6,90,103 ,193 ,120 ,720 ,2.7 ,29,-6.7924,39.2083
4718,2025-03-26,2025-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Child Immunization,15-24,Female,6,72,93 ,165 ,250 ,"1,500 ",8.1 ,35,-6.7924,39.2083
1030,2025-05-21,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,25-34,Female,1,20,20 ,40 ,300 ,300 ,6.5 ,36,-6.7924,39.2083
1805,2025-05-31,2025-05,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,25-34,Male,1,60,21 ,81 ,"1,500 ","1,500 ",17.6 ,37,-6.7924,39.2083
8839,2025-08-09,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,15-24,Female,2,40,56 ,96 ,300 ,600 ,5.3 ,39,-6.7924,39.2083
4856,2025-08-25,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Child Immunization,15-24,Male,3,36,74 ,110 ,250 ,750 ,5.8 ,42,-6.7924,39.2083
1583,2025-08-31,2025-08,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,35-44,Male,4,60,118 ,178 ,120 ,480 ,1.7 ,46,-6.7924,39.2083
4903,2025-09-05,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,25-34,Female,6,90,123 ,213 ,120 ,720 ,2.4 ,52,-6.7924,39.2083
5196,2025-09-16,2025-09,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,35-44,Female,4,80,105 ,185 ,300 ,"1,200 ",5.5 ,56,-6.7924,39.2083
6453,2025-11-05,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,45+,Female,4,240,95 ,335 ,"1,500 ","6,000 ",16.9 ,60,-6.7924,39.2083
671,2025-11-17,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Child Immunization,15-24,Female,6,72,142 ,214 ,250 ,"1,500 ",6.0 ,66,-6.7924,39.2083
7066,2025-11-25,2025-11,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,45+,Female,1,60,8 ,68 ,"1,500 ","1,500 ",21.1 ,67,-6.7924,39.2083
2870,2025-12-02,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Maternal Health,35-44,Male,5,225,47 ,272 ,800 ,"4,000 ",13.7 ,72,-6.7924,39.2083
4760,2025-12-04,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Child Immunization,25-34,Male,4,48,47 ,95 ,250 ,"1,000 ",9.5 ,76,-6.7924,39.2083
378,2025-12-12,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,45+,Male,6,120,99 ,219 ,300 ,"1,800 ",7.2 ,82,-6.7924,39.2083
3395,2025-12-24,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Family Planning,35-44,Female,8,120,198 ,318 ,120 ,960 ,2.0 ,90,-6.7924,39.2083
5006,2025-12-28,2025-12,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,15-24,Male,2,120,41 ,161 ,"1,500 ","3,000 ",17.6 ,92,-6.7924,39.2083
1818,2026-01-02,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,35-44,Male,2,120,33 ,153 ,"1,500 ","3,000 ",18.6 ,94,-6.7924,39.2083
5261,2026-01-05,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Maternal Health,35-44,Male,5,225,35 ,260 ,800 ,"4,000 ",14.4 ,99,-6.7924,39.2083
963,2026-01-24,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,45+,Female,3,60,22 ,82 ,300 ,900 ,10.0 ,102,-6.7924,39.2083
1634,2026-01-29,2026-01,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Malaria Prevention,15-24,Male,4,32,37 ,69 ,180 ,720 ,9.4 ,106,-6.7924,39.2083
291,2026-02-20,2026-02,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,HIV Testing,45+,Female,4,80,89 ,169 ,300 ,"1,200 ",6.1 ,110,-6.7924,39.2083
4966,2026-03-02,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Malaria Prevention,45+,Male,4,32,100 ,132 ,180 ,720 ,4.5 ,114,-6.7924,39.2083
5823,2026-03-18,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Post-abortion Care,35-44,Male,1,60,23 ,83 ,"1,500 ","1,500 ",17.1 ,115,-6.7924,39.2083
2101,2026-03-31,2026-03,Tanzania,Dar es Salaam,Tan_Dar_Mo_2,Mobile Unit,Maternal Health,25-34,Male,10,450,175 ,625 ,800 ,"8,000 ",11.8 ,125,-6.7924,39.2083
